0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.06250000,0.06250000,0.06250000,0.06250000,0.06250000,0.06250000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.50000000,0.50000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.75000000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.06250000,0.06250000,0.06250000,0.06250000,0.06250000,0.06250000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.50000000,0.50000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.75000000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.07500000,0.07500000,0.07500000,0.07500000,0.07500000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.05357143,0.05357143,0.05357143,0.05357143,0.05357143,0.05357143,0.05357143,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.50000000,0.50000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.75000000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.50000000,0.50000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.75000000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.06250000,0.06250000,0.06250000,0.06250000,0.06250000,0.06250000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.05357143,0.05357143,0.05357143,0.05357143,0.05357143,0.05357143,0.05357143,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.50000000,0.50000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.75000000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.50000000,0.50000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.75000000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.06250000,0.06250000,0.06250000,0.06250000,0.06250000,0.06250000,0.00000000,0.00000000
0.50000000,0.50000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.75000000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.05357143,0.05357143,0.05357143,0.05357143,0.05357143,0.05357143,0.05357143,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.07500000,0.07500000,0.07500000,0.07500000,0.07500000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.06250000,0.06250000,0.06250000,0.06250000,0.06250000,0.06250000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.06250000,0.06250000,0.06250000,0.06250000,0.06250000,0.06250000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.06250000,0.06250000,0.06250000,0.06250000,0.06250000,0.06250000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.06250000,0.06250000,0.06250000,0.06250000,0.06250000,0.06250000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.07500000,0.07500000,0.07500000,0.07500000,0.07500000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.06250000,0.06250000,0.06250000,0.06250000,0.06250000,0.06250000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.06250000,0.06250000,0.06250000,0.06250000,0.06250000,0.06250000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.06250000,0.06250000,0.06250000,0.06250000,0.06250000,0.06250000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.06250000,0.06250000,0.06250000,0.06250000,0.06250000,0.06250000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.07500000,0.07500000,0.07500000,0.07500000,0.07500000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.05357143,0.05357143,0.05357143,0.05357143,0.05357143,0.05357143,0.05357143,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.06250000,0.06250000,0.06250000,0.06250000,0.06250000,0.06250000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.05357143,0.05357143,0.05357143,0.05357143,0.05357143,0.05357143,0.05357143,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.09375000,0.09375000,0.09375000,0.09375000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.07500000,0.07500000,0.07500000,0.07500000,0.07500000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.07500000,0.07500000,0.07500000,0.07500000,0.07500000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.04687500,0.04687500,0.04687500,0.04687500,0.04687500,0.04687500,0.04687500,0.04687500
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.05357143,0.05357143,0.05357143,0.05357143,0.05357143,0.05357143,0.05357143,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.07500000,0.07500000,0.07500000,0.07500000,0.07500000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.05357143,0.05357143,0.05357143,0.05357143,0.05357143,0.05357143,0.05357143,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.05357143,0.05357143,0.05357143,0.05357143,0.05357143,0.05357143,0.05357143,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.07500000,0.07500000,0.07500000,0.07500000,0.07500000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.07500000,0.07500000,0.07500000,0.07500000,0.07500000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.06250000,0.06250000,0.06250000,0.06250000,0.06250000,0.06250000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.06250000,0.06250000,0.06250000,0.06250000,0.06250000,0.06250000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.06250000,0.06250000,0.06250000,0.06250000,0.06250000,0.06250000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.06250000,0.06250000,0.06250000,0.06250000,0.06250000,0.06250000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.07500000,0.07500000,0.07500000,0.07500000,0.07500000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.05357143,0.05357143,0.05357143,0.05357143,0.05357143,0.05357143,0.05357143,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.06250000,0.06250000,0.06250000,0.06250000,0.06250000,0.06250000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.06250000,0.06250000,0.06250000,0.06250000,0.06250000,0.06250000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.07500000,0.07500000,0.07500000,0.07500000,0.07500000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.05357143,0.05357143,0.05357143,0.05357143,0.05357143,0.05357143,0.05357143,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.75000000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.50000000,0.50000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.75000000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.50000000,0.50000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.75000000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.50000000,0.50000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.75000000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.50000000,0.50000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.75000000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.05357143,0.05357143,0.05357143,0.05357143,0.05357143,0.05357143,0.05357143,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.06250000,0.06250000,0.06250000,0.06250000,0.06250000,0.06250000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.06250000,0.06250000,0.06250000,0.06250000,0.06250000,0.06250000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.05357143,0.05357143,0.05357143,0.05357143,0.05357143,0.05357143,0.05357143,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.06250000,0.06250000,0.06250000,0.06250000,0.06250000,0.06250000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.06250000,0.06250000,0.06250000,0.06250000,0.06250000,0.06250000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.05357143,0.05357143,0.05357143,0.05357143,0.05357143,0.05357143,0.05357143,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.09375000,0.09375000,0.09375000,0.09375000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.05357143,0.05357143,0.05357143,0.05357143,0.05357143,0.05357143,0.05357143,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.06250000,0.06250000,0.06250000,0.06250000,0.06250000,0.06250000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.62500000,0.07500000,0.07500000,0.07500000,0.07500000,0.07500000,0.00000000,0.00000000,0.00000000
0.37500000,0.37500000,0.12500000,0.12500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
